id,cid,pid,p,ap,v,ciso,u,dt,yoypc,seqpc
18315_50_13001_FY-2020_validation,18315,50,FY-2020,,,,9,,,
18315_51_13001_FY-2032_validation,18315,51,FY-2032,,11.402289211994269,,9,E,,
18315_79_13001_FY-2020_validation,18315,79,FY-2020,,4.102758626109452,,9,A,,
18315_13741619_13001_1HFY-2024,18315,13741619,1HFY-2024,1HFY-2024,21858500000.0,INR,1,A,4.787677734206464,
18315_13741626_13001_3QFY-2027,18315,13741626,3QFY-2027,3QFY-2027,59333910.77581815,INR,1,E,4.550559534246064,0.0
18315_13741635_13001_2HFY-2021,18315,13741635,2HFY-2021,2HFY-2021,1667600000.0,INR,1,A,59.51788788980294,104.86486486486486
18315_13741670_13001_4QFY-2025,18315,13741670,4QFY-2025,4QFY-2025,5855400000.0,INR,1,A,-3.4128960955412966,2.9357991702411925
18315_13741671_13001_FY-2016,18315,13741671,FY-2016,FY-2016,,INR,1,A,,
18315_13741673_13001_4QFY-2020,18315,13741673,4QFY-2020,4QFY-2020,9990000.0,XXX,6,A,-13.054830287206268,-11.827007943512797
18315_13741674_13001_1QFY-2019,18315,13741674,1QFY-2019,1QFY-2019,4710000.0,XXX,6,A,4.434589800443459,-12.939001848428836
18315_13741675_13001_1QFY-2019,18315,13741675,1QFY-2019,1QFY-2019,2710000.0,XXX,6,A,-17.378048780487802,-23.229461756373937
18315_13741676_13001_2QFY-2026,18315,13741676,2QFY-2026,2QFY-2026,369.8723999999998,INR,1,E,-1.5017140132812608,0.3000000000000166
18315_13741676_13001_3QFY-2027,18315,13741676,3QFY-2027,3QFY-2027,382.7593218095715,INR,1,E,3.0710471119984244,0.5157947088225547
18315_13741677_13001_FY-2027,18315,13741677,FY-2027,FY-2027,358.542342511414,INR,1,E,0.8005486807519666,0.8005486807519666
18315_13741678_13001_1HFY-2020,18315,13741678,1HFY-2020,1HFY-2020,296.8433451118963,INR,1,A,6.367818992902611,
18315_13741682_13001_2QFY-2019,18315,13741682,2QFY-2019,2QFY-2019,,INR,1,A,,
18315_13741683_13001_FY-2023,18315,13741683,FY-2023,FY-2023,159200000.0,XXX,6,A,0.0,0.0
18315_13741684_13001_1HFY-2020,18315,13741684,1HFY-2020,1HFY-2020,158938000.0,XXX,6,A,0.0,
18315_13741695_13001_4QFY-2017,18315,13741695,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_13741696_13001_2QFY-2020,18315,13741696,2QFY-2020,2QFY-2020,,INR,1,A,,
18315_13741697_13001_FY-2027,18315,13741697,FY-2027,FY-2027,-543804834.2942802,INR,1,E,0.9608145508783087,0.9608145508783087
18315_13741698_13001_FY-2018,18315,13741698,FY-2018,FY-2018,-176000000.0,INR,1,A,,
18315_13741710_13001_2QFY-2027,18315,13741710,2QFY-2027,2QFY-2027,1877076997.76619,INR,1,E,22.93736714679108,24.13758683857513
18315_13741769_13001_2QFY-2022,18315,13741769,2QFY-2022,2QFY-2022,5998500000.0,INR,1,A,43.059861674218936,84.04823269513992
18315_13741770_13001_3QFY-2019,18315,13741770,3QFY-2019,3QFY-2019,9000000.0,INR,1,A,126.08695652173914,1185.7142857142858
18315_13766599_13001_FY-2018,18315,13766599,FY-2018,FY-2018,358.60503271513,INR,1,A,,
18315_13766605_13001_2HFY-2021,18315,13766605,2HFY-2021,2HFY-2021,-61700000.0,INR,1,A,-636.5217391304348,-215.97744360902254
18315_13799003_13001_1HFY-2024,18315,13799003,1HFY-2024,1HFY-2024,9750000.0,XXX,6,A,8.453837597330367,
18315_13799003_13001_4QFY-2017,18315,13799003,4QFY-2017,4QFY-2017,,XXX,6,A,,
18315_14740865_13001_2HFY-2022,18315,14740865,2HFY-2022,2HFY-2022,61300000.0,INR,1,A,,
18315_14740865_13001_2QFY-2022,18315,14740865,2QFY-2022,2QFY-2022,,INR,1,A,,
18315_15030367_13001_FY-2027,18315,15030367,FY-2027,FY-2027,6083365588.078769,INR,1,E,16.192531819452917,16.192531819452917
18315_15123914_13001_FY-2019,18315,15123914,FY-2019,FY-2019,2.133333333333333,INR,1,A,0.0,0.0
18315_15123915_13001_2QFY-2018,18315,15123915,2QFY-2018,2QFY-2018,28780000.0,XXX,42,A,,5.964653902798233
18315_15123917_13001_4QFY-2026,18315,15123917,4QFY-2026,4QFY-2026,103.33529658553006,INR,1,E,-2.9271810005149703,3.7820937229183302
18315_15182886_13001_3QFY-2017,18315,15182886,3QFY-2017,3QFY-2017,,XXX,2,A,,
18315_5637_13001_FY-2028,18315,5637,FY-2028,FY-2028,6916972627.884119,INR,1,E,15.050619701006143,15.050619701006143
18315_5640_13001_FY-2017,18315,5640,FY-2017,FY-2017,,INR,1,A,,
18315_5641_13001_1HFY-2023,18315,5641,1HFY-2023,1HFY-2023,1621600000.0,INR,1,A,1.8592964824119995,-25.539535310864174
18315_5645_13001_2HFY-2020,18315,5645,2HFY-2020,2HFY-2020,6.993292982169148,INR,1,A,,-22.908863920099872
18315_3084_13001_3QFY-2017,18315,3084,3QFY-2017,3QFY-2017,,XXX,6,A,,
18315_5650_13001_2QFY-2021,18315,5650,2QFY-2021,2QFY-2021,44.840151038388925,INR,1,A,-0.3036323949180081,156.70485660758033
18315_5652_13001_4QFY-2017,18315,5652,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_5654_13001_3QFY-2020,18315,5654,3QFY-2020,3QFY-2020,615400000.0,INR,1,A,-5.030864197530864,-33.96287155274164
18315_5655_13001_1HFY-2019,18315,5655,1HFY-2019,1HFY-2019,957699999.999999,INR,1,A,-16.48936170212774,
18315_5657_13001_1HFY-2022,18315,5657,1HFY-2022,1HFY-2022,2609100000.0,INR,1,A,91.67646194534235,-29.994633753689293
18315_5658_13001_4QFY-2019,18315,5658,4QFY-2019,4QFY-2019,51.309628697293896,INR,1,A,8.70220254919737,7.481280320607462
18315_300084_13001_3QFY-2028,18315,300084,3QFY-2028,3QFY-2028,0.833532630804414,XXX,2,E,-165.8158862489979,-1066.014388031482
18315_300096_13001_4QFY-2019,18315,300096,4QFY-2019,4QFY-2019,2.390272341134338,XXX,2,A,,-749.5140536275629
18315_2676_13001_1HFY-2019,18315,2676,1HFY-2019,1HFY-2019,37.3992443324937,XXX,2,A,-154.79420143697666,
18315_5761_13001_3QFY-2024,18315,5761,3QFY-2024,3QFY-2024,40.19106566200196,XXX,2,A,7928.301628417767,-1434.658106001306
18315_1207_13001_FY-2019,18315,1207,FY-2019,FY-2019,574900000.0,INR,1,A,0.5597341262900122,0.5597341262900122
18315_1215_13001_1HFY-2024,18315,1215,1HFY-2024,1HFY-2024,5641400000.0,INR,1,A,,
18315_1217_13001_FY-2027,18315,1217,FY-2027,FY-2027,18971883380.152367,INR,1,E,1.3165489886422006,1.3165489886422006
18315_195_13001_4QFY-2017,18315,195,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_194_13001_4QFY-2026,18315,194,4QFY-2026,4QFY-2026,5159941296.297294,INR,1,E,15.071949695530733,4.208780422147971
18315_206_13001_1QFY-2025,18315,206,1QFY-2025,1QFY-2025,68100000.0,INR,1,A,70.67669172932331,-43.85820280296785
18315_209_13001_2QFY-2020,18315,209,2QFY-2020,2QFY-2020,-123900000.0,INR,1,A,-138.22894168466522,-140.58303308221423
18315_204_13001_3QFY-2026,18315,204,3QFY-2026,3QFY-2026,1680127481.973794,INR,1,E,47.781465561948636,10.038346509296462
18315_217_13001_1QFY-2016,18315,217,1QFY-2016,1QFY-2016,,INR,1,A,,
18315_220_13001_1QFY-2025,18315,220,1QFY-2025,1QFY-2025,159300000.0,XXX,6,A,0.0,0.0
18315_5906_13001_FY-2028,18315,5906,FY-2028,FY-2028,-12440005702.413969,INR,1,E,-30.464767729576252,-30.464767729576252
18315_2848_13001_1QFY-2017,18315,2848,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_4390_13001_2HFY-2020,18315,4390,2HFY-2020,2HFY-2020,120500000.0,INR,1,A,,-0.4132231404958678
18315_4398_13001_1HFY-2019,18315,4398,1HFY-2019,1HFY-2019,6.025620053102468,INR,1,A,-16.489361702127653,
18315_60724_13001_FY-2019,18315,60724,FY-2019,FY-2019,50.10384953656722,XXX,9,A,-1.6867158694693252,-1.6867158694693252
18315_4431_13001_4QFY-2017,18315,4431,4QFY-2017,4QFY-2017,,XXX,2,A,,
18315_4432_13001_1QFY-2019,18315,4432,1QFY-2019,1QFY-2019,-23.732126324452217,XXX,2,A,,-3457.5911957291437
18315_4433_13001_FY-2018,18315,4433,FY-2018,FY-2018,,XXX,2,A,,
18315_4440_13001_2QFY-2024,18315,4440,2QFY-2024,2QFY-2024,54.537646722015516,XXX,2,A,9438.610547868859,3804.793924639254
18315_4519_13001_4QFY-2018,18315,4519,4QFY-2018,4QFY-2018,21.469287887366917,XXX,2,A,,3621.020316331041
18315_2497_13001_1HFY-2022,18315,2497,1HFY-2022,1HFY-2022,13.433992743663733,XXX,2,A,499.6205516497977,-435.7199050085534
18315_2500_13001_FY-2028,18315,2500,FY-2028,FY-2028,10.89757699052172,XXX,2,E,33.270964132691816,33.270964132691816
18315_5610_13001_FY-2019,18315,5610,FY-2019,FY-2019,1150150000.0,INR,1,A,,
18315_2027_13001_1QFY-2028,18315,2027,1QFY-2028,1QFY-2028,2931191258.8671,INR,1,E,5.320949214964791,-11.268299270356788
18315_2030_13001_FY-2020,18315,2030,FY-2020,FY-2020,531562500.0000001,INR,1,A,72.69736842105267,72.69736842105267
18315_5637_13001_2QFY-2024,18315,5637,2QFY-2024,2QFY-2024,1079600000.0,INR,1,A,54.53764672201547,0.4092261904761905
18315_2849_13001_FY-2020,18315,2849,FY-2020,FY-2020,17780100000.0,INR,1,A,8.361723782765841,8.361723782765841
18315_617227_13001_4QFY-2020,18315,617227,4QFY-2020,4QFY-2020,73000000.0,XXX,59,A,15.689381933438987,0.0
18315_5911_13001_FY-2023,18315,5911,FY-2023,FY-2023,3.031997316251058,XXX,2,A,-8.147324801150324,-8.147324801150324
18315_2500_13001_2QFY-2023,18315,2500,2QFY-2023,2QFY-2023,6.481962589073634,XXX,2,A,-544.7573644299075,-267.27853825992156
18315_13741732_13001_FY-2020,18315,13741732,FY-2020,FY-2020,11882283333.333334,INR,1,A,2.389343673703869,2.389343673703869
18315_13741622_13001_2QFY-2024,18315,13741622,2QFY-2024,2QFY-2024,-243800000.0,INR,1,A,-2562.626262626263,-292.87974683544303
18315_13741619_13001_FY-2023,18315,13741619,FY-2023,FY-2023,43819300000.0,INR,1,A,18.264650395796167,18.264650395796167
18315_13741710_13001_2QFY-2021,18315,13741710,2QFY-2021,2QFY-2021,1163300000.0,INR,1,A,47.10419828022256,454.77279658432445
18315_13741770_13001_1QFY-2021,18315,13741770,1QFY-2021,1QFY-2021,-7600000.0,INR,1,A,-200.0,-138.19095477386935
18315_13741620_13001_4QFY-2024,18315,13741620,4QFY-2024,4QFY-2024,2424800000.0,INR,1,A,-6.447007986419228,-8.432461009780598
18315_13799002_13001_FY-2023,18315,13799002,FY-2023,FY-2023,59860000.0,XXX,6,A,14.411314984709481,14.411314984709481
18315_13741661_13001_FY-2021,18315,13741661,FY-2021,FY-2021,2072400000.0,INR,1,A,-13.401027955371694,-13.401027955371694
18315_13741674_13001_4QFY-2021,18315,13741674,4QFY-2021,4QFY-2021,5070000.0,XXX,6,A,21.002386634844868,38.14713896457766
18315_13741673_13001_2QFY-2016,18315,13741673,2QFY-2016,2QFY-2016,,XXX,6,A,,
18315_96_13001_FY-2018_validation,18315,96,FY-2018,,,,9,,,
18315_99_13001_FY-2016_validation,18315,99,FY-2016,,,,9,,,
18315_42_13001_FY-2016_validation,18315,42,FY-2016,,,,9,,,
18315_50_13001_FY-2017_validation,18315,50,FY-2017,,,,9,,,
18315_58_13001_FY-2016_validation,18315,58,FY-2016,,,,9,,,
18315_70_13001_FY-2017_validation,18315,70,FY-2017,,,,9,,,
18315_54_13001_FY-2025_validation,18315,54,FY-2025,,2.9231182976308885,,9,A,,
18315_13741624_13001_1QFY-2017,18315,13741624,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_13741624_13001_1QFY-2016,18315,13741624,1QFY-2016,1QFY-2016,,INR,1,A,,
18315_13741637_13001_4QFY-2028,18315,13741637,4QFY-2028,4QFY-2028,10.726920000000169,INR,1,E,15.851477449456542,20.13291209412878
18315_13741646_13001_2QFY-2020,18315,13741646,2QFY-2020,2QFY-2020,,INR,1,A,,
18315_13741698_13001_2QFY-2020,18315,13741698,2QFY-2020,2QFY-2020,,INR,1,A,,
18315_13799002_13001_1HFY-2021,18315,13799002,1HFY-2021,1HFY-2021,12800000.0,XXX,6,A,-41.284403669724774,-42.34234234234234
18315_13799003_13001_1QFY-2019,18315,13799003,1QFY-2019,1QFY-2019,4990000.0,XXX,6,A,-11.68141592920354,-8.440366972477065
18315_15123880_13001_1QFY-2018,18315,15123880,1QFY-2018,1QFY-2018,40800000.0,XXX,59,A,,
18315_15123881_13001_1QFY-2018,18315,15123881,1QFY-2018,1QFY-2018,27470000.0,XXX,59,A,,
18315_15123915_13001_3QFY-2027,18315,15123915,3QFY-2027,3QFY-2027,49355240.0,XXX,42,E,10.0,1.156111066020976
18315_15123916_13001_1QFY-2018,18315,15123916,1QFY-2018,1QFY-2018,46.6016200294551,INR,1,A,,
18315_15123917_13001_1QFY-2016,18315,15123917,1QFY-2016,1QFY-2016,,INR,1,A,,
18315_15182885_13001_1HFY-2024,18315,15182885,1HFY-2024,1HFY-2024,12.91625683372601,XXX,2,A,251.39519218860116,
18315_15182885_13001_1QFY-2018,18315,15182885,1QFY-2018,1QFY-2018,13.128611681551172,XXX,2,A,,
18315_15182887_13001_FY-2019,18315,15182887,FY-2019,FY-2019,15.204992896285772,XXX,2,A,-163.1131946922375,-163.1131946922375
18315_5632_13001_FY-2016,18315,5632,FY-2016,FY-2016,,INR,1,A,,
18315_5634_13001_4QFY-2027,18315,5634,4QFY-2027,4QFY-2027,1432707726.83991,INR,1,E,-15.285719669994421,-25.717461231047604
18315_5634_13001_1QFY-2016,18315,5634,1QFY-2016,1QFY-2016,,INR,1,A,,
18315_5636_13001_2QFY-2026,18315,5636,2QFY-2026,2QFY-2026,1069770389.83346,INR,1,E,26.945578477923338,-3.823573691139084
18315_5636_13001_3QFY-2019,18315,5636,3QFY-2019,3QFY-2019,650725000.0000005,INR,1,A,20.48231808924282,22.74587844720258
18315_5641_13001_1HFY-2021,18315,5641,1HFY-2021,1HFY-2021,620200000.0,INR,1,A,-56.9902912621359,-44.19148744713399
18315_4616_13001_2QFY-2026,18315,4616,2QFY-2026,2QFY-2026,438100000.0,INR,1,E,7.9595860029571215,0.38955087076076994
18315_2062_13001_FY-2027,18315,2062,FY-2027,FY-2027,-1350784400.0619457,INR,1,E,-16.102047704129618,-16.102047704129618
18315_5655_13001_2QFY-2020,18315,5655,2QFY-2020,2QFY-2020,931899999.999999,INR,1,A,85.637450199203,82.68966869241306
18315_5657_13001_1QFY-2028,18315,5657,1QFY-2028,1QFY-2028,2091473446.6,INR,1,E,6.60171824731028,10.434722331332585
18315_300081_13001_4QFY-2028,18315,300081,4QFY-2028,4QFY-2028,15.756549510427543,XXX,2,E,1883.773597263144,279.41538119944784
18315_69_13001_FY-2024_validation,18315,69,FY-2024,,,,9,A,,
18315_44_13001_FY-2025_validation,18315,44,FY-2025,,46.43093788347222,,9,A,,
18315_72_13001_FY-2024_validation,18315,72,FY-2024,,2.1492158277586375,,9,E,,
18315_13741625_13001_2QFY-2017,18315,13741625,2QFY-2017,2QFY-2017,,INR,1,A,,
18315_13741626_13001_1HFY-2018,18315,13741626,1HFY-2018,1HFY-2018,141900000.0,INR,1,A,,
18315_5641_13001_3QFY-2021,18315,5641,3QFY-2021,3QFY-2021,1189400000.0,INR,1,A,93.27266818329541,33.460502692998205
18315_300097_13001_1QFY-2021,18315,300097,1QFY-2021,1QFY-2021,-70.70168671318862,XXX,2,A,-7407.658702494096,-5632.847186076082
18315_210_13001_4QFY-2026,18315,210,4QFY-2026,4QFY-2026,1339698235.9285038,INR,1,E,81.11372663627196,1.2624567366635615
18315_13741620_13001_3QFY-2027,18315,13741620,3QFY-2027,3QFY-2027,3133287338.80457,INR,1,E,-3.8624362169079545,4.346732547857762
18315_300098_13001_1QFY-2017,18315,300098,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_5911_13001_3QFY-2021,18315,5911,3QFY-2021,3QFY-2021,,XXX,2,A,,
18315_33_13001_FY-2023_validation,18315,33,FY-2023,,263.04729951457404,,9,A,,
18315_54_13001_FY-2020_validation,18315,54,FY-2020,,,,9,,,
18315_58_13001_FY-2035_validation,18315,58,FY-2035,,,,9,,,
18315_103_13001_FY-2023_validation,18315,103,FY-2023,,,,9,,,
18315_105_13001_FY-2020_validation,18315,105,FY-2020,,,,9,,,
18315_42_13001_FY-2020_validation,18315,42,FY-2020,,23.448654682176006,,9,A,,
18315_53_13001_FY-2021_validation,18315,53,FY-2021,,,,9,,,
18315_13741628_13001_FY-2016,18315,13741628,FY-2016,FY-2016,,INR,1,A,,
18315_73_13001_FY-2018_validation,18315,73,FY-2018,,3.873628423543379,,9,A,,
18315_73_13001_FY-2034_validation,18315,73,FY-2034,,,,9,,,
18315_13741676_13001_2QFY-2027,18315,13741676,2QFY-2027,2QFY-2027,380.795200314897,INR,1,E,2.9531266228291684,0.0
18315_13741637_13001_FY-2016,18315,13741637,FY-2016,FY-2016,,INR,1,A,,
18315_15123881_13001_FY-2027,18315,15123881,FY-2027,FY-2027,34325000.0,XXX,59,E,10.994341147938561,10.994341147938561
18315_15182886_13001_1QFY-2016,18315,15182886,1QFY-2016,1QFY-2016,,XXX,2,A,,
18315_15182886_13001_1HFY-2025,18315,15182886,1HFY-2025,1HFY-2025,7.592369688088759,XXX,2,A,-226.55803084800806,
18315_5634_13001_3QFY-2016,18315,5634,3QFY-2016,3QFY-2016,,INR,1,A,,
18315_2051_13001_2QFY-2024,18315,2051,2QFY-2024,2QFY-2024,,INR,1,A,,
18315_5637_13001_3QFY-2017,18315,5637,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_2054_13001_FY-2028,18315,2054,FY-2028,FY-2028,159263636.36363637,INR,1,E,0.0,0.0
18315_5640_13001_3QFY-2027,18315,5640,3QFY-2027,3QFY-2027,1255659817.57038,INR,1,E,0.2069426192908547,0.7734795939233057
18315_5648_13001_FY-2028,18315,5648,FY-2028,FY-2028,10798509422.180395,INR,1,E,13.06636599354358,13.06636599354358
18315_5652_13001_1HFY-2025,18315,5652,1HFY-2025,1HFY-2025,22750600000.0,INR,1,A,4.08124985703502,
18315_5654_13001_1HFY-2019,18315,5654,1HFY-2019,1HFY-2019,957699999.999999,INR,1,A,-16.48936170212774,
18315_5658_13001_4QFY-2017,18315,5658,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_300084_13001_3QFY-2016,18315,300084,3QFY-2016,3QFY-2016,,XXX,2,A,,
18315_300084_13001_2QFY-2018,18315,300084,2QFY-2018,2QFY-2018,21.801867345701467,XXX,2,A,,
18315_300085_13001_FY-2028,18315,300085,FY-2028,FY-2028,11.5153679740998,XXX,2,E,7.056031417921815,7.056031417921815
18315_300088_13001_FY-2017,18315,300088,FY-2017,FY-2017,,INR,1,A,,
18315_300096_13001_3QFY-2026,18315,300096,3QFY-2026,3QFY-2026,38.85560753246585,XXX,2,E,5308.058935268177,1519.5673562485513
18315_1193_13001_1HFY-2025,18315,1193,1HFY-2025,1HFY-2025,2486600000.0,INR,1,A,-14.293592527487679,
18315_263346_13001_3QFY-2020,18315,263346,3QFY-2020,3QFY-2020,2.787383107315753,XXX,2,A,-85.94018281472052,57.60884473080701
18315_195_13001_FY-2018,18315,195,FY-2018,FY-2018,7630000000.0,INR,1,A,,
18315_210_13001_1HFY-2025,18315,210,1HFY-2025,1HFY-2025,1833099999.999999,INR,1,A,-16.650752512163006,
18315_221_13001_4QFY-2025,18315,221,4QFY-2025,4QFY-2025,159250936.32958803,XXX,6,A,-0.04065593525467642,-0.032857050631656906
18315_5856_13001_1QFY-2018,18315,5856,1QFY-2018,1QFY-2018,28200000.0,INR,1,A,,
18315_5390_13001_FY-2018,18315,5390,FY-2018,FY-2018,477000000.0,INR,1,A,,
18315_5907_13001_2HFY-2020,18315,5907,2HFY-2020,2HFY-2020,59.03799503351659,XXX,2,A,,-54.48051955120903
18315_4398_13001_2QFY-2022,18315,4398,2QFY-2022,2QFY-2022,7.308999370673379,INR,1,A,30.31867145421902,169.95480576745913
18315_4429_13001_1QFY-2017,18315,4429,1QFY-2017,1QFY-2017,,XXX,2,A,,
18315_4434_13001_1HFY-2022,18315,4434,1HFY-2022,1HFY-2022,-35.292444010892964,XXX,2,A,970.1530463460841,-33198.70586513312
18315_4439_13001_1QFY-2027,18315,4439,1QFY-2027,1QFY-2027,3.232818151559919,XXX,2,E,-1809.8733841314718,-12911.123490624343
18315_4445_13001_3QFY-2017,18315,4445,3QFY-2017,3QFY-2017,,XXX,2,A,,
18315_5490_13001_FY-2020,18315,5490,FY-2020,FY-2020,215100000.0,INR,1,A,-31.60572337042925,-31.60572337042925
18315_276_13001_FY-2020,18315,276,FY-2020,FY-2020,12457400000.0,INR,1,A,3.638935108153078,3.638935108153078
18315_5911_13001_1QFY-2021,18315,5911,1QFY-2021,1QFY-2021,,XXX,2,A,,
18315_4432_13001_FY-2020,18315,4432,FY-2020,FY-2020,-14.599228699053908,XXX,2,A,-1258.7429770200906,-1258.7429770200906
18315_4445_13001_1QFY-2021,18315,4445,1QFY-2021,1QFY-2021,-26.735790545179082,XXX,2,A,-4072.2292756023853,-454.5553514493715
18315_4251_13001_2QFY-2022,18315,4251,2QFY-2022,2QFY-2022,18.539366236967798,XXX,2,A,-162.73682650041047,422.1095396957828
18315_5653_13001_3QFY-2021,18315,5653,3QFY-2021,3QFY-2021,1542100000.0,INR,1,A,84.57211250748054,32.562537608527464
18315_13741683_13001_2QFY-2022,18315,13741683,2QFY-2022,2QFY-2022,159200000.0,XXX,6,A,0.12578616352201258,0.0
18315_13766599_13001_FY-2023,18315,13766599,FY-2023,FY-2023,388.483924884475,INR,1,A,5.870359026315573,5.870359026315573
18315_30_13001_FY-2040_validation,18315,30,FY-2040,,,,9,,,
18315_98_13001_FY-2016_validation,18315,98,FY-2016,,,,9,,,
18315_69_13001_FY-2036_validation,18315,69,FY-2036,,,,9,,,
18315_13741619_13001_2QFY-2027,18315,13741619,2QFY-2027,2QFY-2027,13638879639.49565,INR,1,E,9.925742066016205,13.566181326943733
18315_13741675_13001_1QFY-2016,18315,13741675,1QFY-2016,1QFY-2016,,XXX,6,A,,
18315_13798999_13001_4QFY-2018,18315,13798999,4QFY-2018,4QFY-2018,97.1693874494533,XXX,2,A,,1252.0593080724793
18315_15182887_13001_2QFY-2024,18315,15182887,2QFY-2024,2QFY-2024,16.022360514256164,XXX,2,A,401.50490534485624,12.26020034079447
18315_2062_13001_FY-2026,18315,2062,FY-2026,FY-2026,-1163445802.0105186,INR,1,E,-17.30649344731988,-17.30649344731988
18315_5656_13001_2QFY-2021,18315,5656,2QFY-2021,2QFY-2021,5.608558842039018,INR,1,A,-4.302399503831134,429.1465719489791
18315_217_13001_3QFY-2017,18315,217,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_218_13001_1QFY-2025,18315,218,1QFY-2025,1QFY-2025,5.640810000000071,INR,1,A,-16.446431930655066,-12.273561430792046
18315_4427_13001_FY-2026,18315,4427,FY-2026,FY-2026,531421673.7404334,INR,1,E,-18.2679677421665,-18.2679677421665
18315_4532_13001_3QFY-2027,18315,4532,3QFY-2027,3QFY-2027,18.901999009291227,XXX,2,E,-4264.135425104976,-334.7464252468981
18315_2029_13001_FY-2022,18315,2029,FY-2022,FY-2022,477800000.0,INR,1,A,18.767089236887895,18.767089236887895
18315_5637_13001_3QFY-2021,18315,5637,3QFY-2021,3QFY-2021,1189400000.0,INR,1,A,93.27266818329541,33.460502692998205
18315_5648_13001_3QFY-2021,18315,5648,3QFY-2021,3QFY-2021,1817700000.0,INR,1,A,63.271355429803286,26.5014962767068
18315_208_13001_3QFY-2021,18315,208,3QFY-2021,3QFY-2021,1580500000.0,INR,1,A,88.51383587786259,32.77049731182796
18315_300081_13001_3QFY-2024,18315,300081,3QFY-2024,3QFY-2024,39.10881241296996,XXX,2,A,7456.493361730969,-1089.118758703004
18315_2676_13001_3QFY-2023,18315,2676,3QFY-2023,3QFY-2023,26.125764717681275,XXX,2,A,399.4412488938611,-149.0717373508989
18315_13741667_13001_FY-2024,18315,13741667,FY-2024,FY-2024,-12000000.0,INR,1,A,-1400.0,-1400.0
18315_13799002_13001_FY-2024,18315,13799002,FY-2024,FY-2024,59880000.0,XXX,6,A,0.03341129301703976,0.03341129301703976
18315_13741670_13001_2QFY-2025,18315,13741670,2QFY-2025,2QFY-2025,5873000000.0,INR,1,A,2.9520036461802754,5.156669650850492
18315_13741689_13001_FY-2022,18315,13741689,FY-2022,FY-2022,-2979100000.0,INR,1,A,-0.801921905664208,-0.801921905664208
18315_13741623_13001_4QFY-2022,18315,13741623,4QFY-2022,4QFY-2022,1057900000.0,INR,1,A,9.695147241808378,-0.7598499061913696
18315_13741627_13001_2QFY-2028,18315,13741627,2QFY-2028,2QFY-2028,21958975.1317314,INR,1,E,50.18281061982145,0.0
18315_13741667_13001_1QFY-2022,18315,13741667,1QFY-2022,1QFY-2022,16000000.0,INR,1,A,-72.6027397260274,139.2156862745098
18315_13741671_13001_4QFY-2019,18315,13741671,4QFY-2019,4QFY-2019,1985100000.0,INR,1,A,13.375978068421954,14.138684452621893
18315_13741673_13001_FY-2018,18315,13741673,FY-2018,FY-2018,39769999.99999999,XXX,6,A,,
18315_13741675_13001_1HFY-2019,18315,13741675,1HFY-2019,1HFY-2019,5930000.0,XXX,6,A,-10.151515151515152,
18315_13741775_13001_1QFY-2019,18315,13741775,1QFY-2019,1QFY-2019,2017200000.0,INR,1,A,2.2143400050671396,-3.7824946339136654
18315_5658_13001_4QFY-2024,18315,5658,4QFY-2024,4QFY-2024,75.89007537688443,INR,1,A,0.1520723836309486,4.946225865872765
18315_4398_13001_1HFY-2022,18315,4398,1HFY-2022,1HFY-2022,10.016484415306598,INR,1,A,156.69138987423412,-35.29244401089298
18315_4438_13001_1HFY-2023,18315,4438,1HFY-2023,1HFY-2023,8.466521022574835,XXX,2,A,-8320.994092276751,1461.6239294643522
18315_4451_13001_FY-2020,18315,4451,FY-2020,FY-2020,0.364254492472074,XXX,2,A,1946.0521683041818,1946.0521683041818
18315_2062_13001_FY-2025,18315,2062,FY-2025,FY-2025,-991800000.0,INR,1,A,34.67694131594546,34.67694131594546
18315_4532_13001_FY-2022,18315,4532,FY-2022,FY-2022,22.303338370857013,XXX,2,A,173.5294693731518,173.5294693731518
18315_33_13001_FY-2039_validation,18315,33,FY-2039,,7.288040382929956,,9,E,,
18315_54_13001_FY-2039_validation,18315,54,FY-2039,,0.6664947317551483,,9,E,,
18315_13741621_13001_1HFY-2020,18315,13741621,1HFY-2020,1HFY-2020,2310600000.0,INR,1,A,45.51294162100888,
18315_13741621_13001_2QFY-2018,18315,13741621,2QFY-2018,2QFY-2018,860500000.0,INR,1,A,,9.450521495802596
18315_13741671_13001_FY-2027,18315,13741671,FY-2027,FY-2027,10861097893.461863,INR,1,E,16.001798162502414,16.001798162502414
18315_13799004_13001_FY-2022,18315,13799004,FY-2022,FY-2022,68370000.0,XXX,6,A,31.83571153104512,31.83571153104512
18315_5637_13001_3QFY-2018,18315,5637,3QFY-2018,3QFY-2018,543100000.0,INR,1,A,,-14.740973312401884
18315_205_13001_2QFY-2024,18315,205,2QFY-2024,2QFY-2024,40100000.0,INR,1,A,-10.290827740492169,0.5012531328320802
